	sequences per sample	iteration	Amz22chld.418485	Amz25chld.418466	Amz26chld.418481	Amz29adlt.418370	Amz2adltF.418633	Amz30adlt.418837	Amz32eldF.418511	Amz4adltF.418711	Amz4chldM2.418774	Amz5chldF1.418757	Amz5chldF2.418405	Amz5teenF.418519	Amz6chldM.418668	Amz6eldF.418597	Amz6eldM.418356	Amz7eldM.418423	TS1.418828	TS109.418691	TS111.418684	TS127.418550	TS129.418618	TS13.418619	TS163.418636	TS184.418577	TS193.418750	TS195.418848	TS25.418407	TS4.418810	TS7.418860	USchp18Mom.418783	USchp1Mom.418814	USchp25Child.418345	USchp25Mom.418780	USchp33ChildB.418578	USchp36Mom.418718	USchp3Child.418614	USchp3Mom.418727	USchp4Mom.418666	h101M.1.418586	h10M.1.418706	h122M.1.418534	h146M.1.418838	h147M.1.418531	h165M.1.418394	h186M.1.418788	h208M.1.418731	h235M.1.418489	h257M.1.418454	h264M.1.418377	h273M.1.418507	h279M.1.418530	h305M.1.418771	h37M.1.418863	h60M.1.418694	h68M.1.418773	h78M.1.418725	h85M.1.418596	h95M.1.418831	h9M.1.418588	k278A.2.418424
alpha_rarefaction_157_1.txt	157	1	367.333333333	329.4	353.666666667	337.0	232.0	257.15	746.25	206.55	293.928571429	238.625	324.071428571	350.25	367.769230769	269.5	357.0	244.625	287.153846154	309.1	201.857142857	453.6	646.111111111	279.769230769	339.0	228.0	727.5	650.5	199.5	300.083333333	486.083333333	198.272727273	256.0	190.3125	344.0	149.1	265.235294118	211.428571429	214.714285714	295.0	217.333333333	243.214285714	296.090909091	434.1	299.083333333	364.333333333	294.75	397.545454545	283.714285714	283.333333333	395.769230769	303.5	167.071428571	236.0	285.0	262.25	244.076923077	230.0	314.666666667	313.666666667	311.461538462	289.153846154
alpha_rarefaction_157_2.txt	157	2	311.0	317.25	348.0	433.1	271.111111111	445.75	301.2	388.6	337.428571429	409.1	251.636363636	372.0	395.066666667	303.272727273	335.428571429	343.545454545	308.4	480.111111111	478.25	343.214285714	301.5	302.083333333	319.230769231	295.214285714	414.666666667	442.3	209.588235294	247.928571429	228.666666667	283.5	421.5	153.615384615	202.272727273	264.666666667	389.714285714	242.076923077	261.333333333	233.0	256.0	398.3	233.545454545	645.75	323.076923077	290.0	427.0	396.5	368.071428571	338.0	396.545454545	311.176470588	240.75	183.909090909	251.0	236.0	207.1875	207.0	263.05	449.25	273.2	228.583333333
alpha_rarefaction_157_3.txt	157	3	610.625	335.428571429	325.071428571	326.714285714	302.25	371.071428571	343.833333333	377.0	420.75	411.230769231	347.0	320.0	347.555555556	297.0	307.571428571	412.666666667	245.866666667	331.5	621.666666667	302.2	528.6	276.571428571	256.0	278.571428571	419.076923077	411.5	284.833333333	274.769230769	340.4	226.5	275.25	181.428571429	234.0	278.5	550.1	316.111111111	310.0	184.0	340.0	220.473684211	250.714285714	244.5	194.0	266.75	348.588235294	282.833333333	325.076923077	216.75	226.652173913	665.428571429	402.857142857	216.428571429	485.125	398.3	339.545454545	240.076923077	282.15	202.473684211	344.111111111	352.666666667
alpha_rarefaction_157_4.txt	157	4	359.75	386.583333333	443.076923077	297.2	205.214285714	304.2	568.0	250.588235294	204.285714286	356.75	227.333333333	290.0	278.526315789	339.545454545	330.4	297.066666667	344.833333333	215.352941176	420.076923077	282.789473684	559.5	302.2	534.333333333	395.5	358.8	420.5	321.8	144.055555556	348.25	166.0	199.5	245.909090909	214.428571429	533.5	297.066666667	519.0	325.363636364	306.0	325.6	393.545454545	206.428571429	402.909090909	293.0	263.571428571	484.615384615	355.0	448.090909091	217.75	208.55	302.5	242.583333333	261.333333333	288.0	392.875	316.8	206.333333333	406.909090909	326.714285714	443.333333333	203.235294118
alpha_rarefaction_157_5.txt	157	5	339.176470588	303.352941176	339.4375	338.214285714	279.3	283.555555556	314.5	342.833333333	295.588235294	296.214285714	453.111111111	468.5	691.333333333	200.071428571	322.0	303.571428571	311.545454545	286.5	303.5	328.25	522.666666667	426.0	288.5	364.375	559.875	473.375	261.333333333	343.0	384.0	189.6	285.333333333	259.909090909	290.6	262.625	291.5	429.666666667	223.058823529	432.0	191.0	228.0625	168.0	303.571428571	180.0	336.0	466.0	232.1875	296.0	276.3	317.5	289.105263158	225.090909091	406.909090909	222.75	525.375	250.75	293.0	401.2	259.571428571	276.25	195.0
alpha_rarefaction_157_6.txt	157	6	413.666666667	320.6875	527.375	324.4	338.545454545	305.2	446.090909091	371.0	269.4	237.375	312.5625	435.333333333	327.875	356.125	314.058823529	236.0	343.5	212.0625	551.090909091	991.5	400.071428571	267.8125	679.142857143	342.545454545	561.857142857	311.1	256.0	283.5	625.666666667	234.0	312.1	219.0	148.928571429	503.75	296.066666667	205.0	289.0	160.0	271.25	266.4	245.3	403.5	217.714285714	201.0	289.235294118	233.166666667	301.2	245.052631579	652.857142857	397.769230769	197.333333333	281.769230769	329.25	306.0	266.5	294.090909091	260.882352941	281.153846154	288.0	294.0
alpha_rarefaction_157_7.txt	157	7	398.545454545	277.526315789	286.0	415.75	198.066666667	245.176470588	387.714285714	327.714285714	279.769230769	409.5	347.076923077	221.454545455	320.833333333	455.5	442.076923077	310.0	359.4	250.3125	360.461538462	427.545454545	318.230769231	304.769230769	624.666666667	228.5	420.5	325.076923077	281.066666667	302.272727273	410.0	274.428571429	422.5	250.363636364	195.833333333	286.333333333	354.666666667	195.0	251.363636364	243.0	328.0	377.0	234.5	272.117647059	204.75	311.1	512.2	363.3125	382.428571429	219.0	322.0	502.909090909	620.25	154.619047619	382.090909091	377.090909091	223.4	215.714285714	252.055555556	344.272727273	299.090909091	243.6
alpha_rarefaction_157_8.txt	157	8	404.461538462	370.9375	377.214285714	492.0	409.666666667	329.714285714	430.545454545	543.166666667	251.4	302.352941176	291.6875	363.333333333	282.789473684	274.25	412.583333333	533.0	507.5	573.428571429	454.25	315.473684211	534.333333333	297.5625	391.272727273	317.0	396.545454545	349.6	195.8	936.0	584.5	225.111111111	165.058823529	199.545454545	239.230769231	406.6	298.588235294	237.230769231	386.272727273	240.6	234.375	301.769230769	322.333333333	286.714285714	311.75	223.058823529	300.894736842	480.111111111	397.2	238.6	387.583333333	439.272727273	168.866666667	211.588235294	390.6	397.3	211.428571429	224.0625	336.428571429	316.909090909	268.75	223.153846154
alpha_rarefaction_157_9.txt	157	9	268.555555556	423.909090909	332.0	365.333333333	217.0	391.272727273	426.0	310.5625	462.0	379.615384615	319.0	506.0	510.363636364	318.230769231	323.0	306.769230769	222.473684211	309.0	434.928571429	481.1	534.333333333	246.214285714	350.6	223.058823529	403.5	406.333333333	237.0	399.625	508.5	212.666666667	269.2	263.666666667	348.0	275.5	299.894736842	260.076923077	344.833333333	196.5	681.2	261.25	188.9375	386.583333333	306.4	295.090909091	657.0	461.0	277.571428571	924.0	381.615384615	373.0	184.0	199.647058824	248.928571429	283.0	155.0	361.0	344.5	350.25	186.647058824	223.071428571
alpha_rarefaction_206_0.txt	206	0	449.058823529	486.333333333	540.071428571	359.882352941	342.545454545	508.875	390.954545455	584.0	339.058823529	337.714285714	329.833333333	285.5	409.666666667	367.0	416.25	458.090909091	383.625	464.833333333	343.038461538	427.476190476	535.5	439.0	411.5	495.083333333	426.058823529	518.111111111	332.666666667	303.214285714	501.0	223.2	435.0	246.315789474	335.333333333	223.75	459.0	314.5	292.3	305.2	362.75	268.052631579	290.153846154	437.0	562.0	312.4	416.5	352.8125	483.8125	354.666666667	487.066666667	584.8125	361.090909091	297.0	258.0	348.157894737	390.428571429	272.75	336.142857143	352.071428571	309.153846154	261.3125
alpha_rarefaction_206_1.txt	206	1	453.055555556	373.55	354.565217391	316.333333333	280.066666667	357.555555556	427.1875	381.117647059	410.2	480.090909091	419.166666667	285.5	605.545454545	768.428571429	375.052631579	341.636363636	464.5	337.866666667	380.5	436.214285714	335.666666667	500.153846154	312.368421053	266.333333333	481.2	436.4	302.473684211	553.25	386.5	326.6	338.0	200.117647059	318.461538462	328.071428571	375.055555556	422.0	503.0	233.0625	391.055555556	251.157894737	186.55	284.0	377.071428571	281.315789474	486.235294118	539.5	453.75	224.454545455	669.090909091	484.235294118	277.5	287.526315789	299.5	426.0	246.058823529	330.0	462.3125	326.0	274.8125	444.1
alpha_rarefaction_206_2.txt	206	2	451.055555556	373.55	477.166666667	359.0	278.5	302.5	359.333333333	272.142857143	335.3	395.714285714	536.055555556	335.142857143	333.954545455	314.333333333	309.045454545	421.0	587.769230769	416.666666667	365.391304348	357.956521739	460.0	340.125	427.571428571	401.066666667	747.333333333	483.25	641.333333333	271.555555556	716.25	259.909090909	215.772727273	295.5	210.285714286	395.428571429	436.214285714	281.4375	315.894736842	340.0	394.583333333	325.0	275.2	430.555555556	401.5	387.75	432.894736842	414.4	259.636363636	376.0	407.0	451.4	355.272727273	214.0	350.214285714	409.5	252.866666667	247.75	315.136363636	371.333333333	263.882352941	310.2
alpha_rarefaction_206_3.txt	206	3	451.4	332.285714286	332.714285714	444.625	312.4	283.64	651.076923077	389.954545455	326.6875	314.8	397.0	488.066666667	378.285714286	361.0	340.9	537.545454545	323.454545455	330.666666667	382.5	379.285714286	817.0	389.615384615	403.769230769	364.0	454.176470588	391.055555556	328.833333333	309.176470588	440.375	494.428571429	402.5	275.230769231	429.111111111	402.3	322.058823529	203.0	326.076923077	152.619047619	322.5625	265.0	246.866666667	353.555555556	349.5	495.928571429	577.4375	637.909090909	310.666666667	366.0	614.5	497.928571429	303.090909091	288.117647059	263.588235294	536.333333333	486.1	272.157894737	469.75	535.545454545	281.4375	315.4
alpha_rarefaction_206_4.txt	206	4	395.055555556	437.0	394.428571429	299.730769231	264.25	380.5	474.25	350.5	353.8125	382.315789474	313.076923077	313.076923077	440.375	377.066666667	509.769230769	541.545454545	410.2	458.25	629.5	540.071428571	814.333333333	380.333333333	357.071428571	288.3	595.272727273	260.3	334.0	383.090909091	522.0	237.272727273	248.75	310.769230769	242.0	188.3125	481.8125	297.928571429	357.230769231	573.0	485.1	442.0	297.153846154	402.0625	291.235294118	268.333333333	306.730769231	475.25	412.461538462	352.6	260.869565217	596.272727273	516.125	304.473684211	643.25	340.5	251.9375	324.0	406.0625	325.0	292.0	268.571428571
alpha_rarefaction_206_5.txt	206	5	305.0	390.55	523.0	431.473684211	347.5	636.461538462	450.055555556	352.352941176	314.4	309.666666667	378.647058824	665.6	401.789473684	302.588235294	410.588235294	344.5	367.833333333	275.5	588.666666667	497.928571429	403.8	407.473684211	310.666666667	255.4	379.333333333	383.214285714	390.75	212.894736842	564.214285714	216.0625	306.5625	349.545454545	311.5	321.8	352.5	293.0	251.0	400.545454545	476.5	408.5	359.8	410.461538462	489.1	349.5	540.666666667	297.5	357.071428571	407.5	386.625	443.866666667	327.071428571	312.476190476	279.4375	343.176470588	284.647058824	417.363636364	329.260869565	346.214285714	261.0	222.3
alpha_rarefaction_206_6.txt	206	6	289.136363636	408.588235294	377.9375	434.0	228.333333333	348.315789474	335.272727273	313.894736842	262.714285714	351.352941176	310.476190476	369.0	737.666666667	485.1	369.65	292.235294118	947.666666667	441.0	392.217391304	431.555555556	646.75	698.333333333	375.2	398.6	567.230769231	348.214285714	468.5	274.2	356.0	168.058823529	232.142857143	254.214285714	282.25	425.0	319.041666667	331.076923077	471.0	402.5	404.2	365.461538462	265.333333333	434.0	284.571428571	297.0	462.772727273	317.041666667	525.909090909	368.769230769	497.125	398.789473684	256.363636364	246.375	342.866666667	370.0	946.0	320.0	492.714285714	525.909090909	567.5	255.9375
alpha_rarefaction_206_7.txt	206	7	499.125	506.647058824	558.25	556.25	254.0	304.730769231	503.0	301.588235294	481.571428571	401.0625	472.055555556	381.117647059	353.24	395.714285714	580.461538462	341.866666667	362.8	423.0625	483.0	392.526315789	452.055555556	279.047619048	321.473684211	343.4375	482.153846154	454.571428571	258.0	313.4	373.055555556	204.75	329.083333333	363.8	314.0	242.230769231	436.4	321.5	378.066666667	277.461538462	281.526315789	264.954545455	237.375	368.235294118	292.875	362.75	587.8125	293.047619048	297.5	479.090909091	385.625	494.615384615	239.375	364.0	300.882352941	274.0	385.75	346.4	377.647058824	515.461538462	337.076923077	196.65
alpha_rarefaction_206_8.txt	206	8	391.647058824	476.25	354.352941176	574.461538462	256.055555556	405.0625	421.368421053	414.5	377.5	363.0	341.9	322.130434783	515.555555556	331.363636364	394.055555556	405.769230769	355.555555556	330.0	414.0	452.9375	617.909090909	437.375	455.090909091	259.4	316.894736842	269.235294118	299.6875	354.25	386.625	315.0	224.894736842	340.666666667	326.0	263.076923077	302.75	488.272727273	273.4	446.875	277.833333333	274.142857143	180.052631579	389.55	309.571428571	298.5625	391.315789474	362.0	377.071428571	285.789473684	464.5	417.352941176	474.375	402.066666667	275.8125	447.058823529	327.230769231	385.75	361.555555556	335.714285714	300.473684211	195.44
alpha_rarefaction_206_9.txt	206	9	382.333333333	507.0	404.105263158	355.052631579	390.583333333	283.217391304	388.526315789	556.090909091	289.555555556	292.0	398.0	254.884615385	464.352941176	347.352941176	339.526315789	647.545454545	513.571428571	334.714285714	496.15	864.333333333	452.055555556	274.217391304	412.555555556	359.666666667	399.066666667	375.071428571	331.0	386.428571429	529.230769231	211.214285714	232.8	325.8	313.272727273	259.0	496.083333333	570.0	466.0	324.111111111	346.833333333	233.789473684	290.0	331.666666667	365.090909091	299.882352941	450.166666667	378.9375	467.833333333	415.363636364	394.1875	438.4	484.1	418.583333333	387.0	526.5	286.555555556	311.4	361.0	303.588235294	403.545454545	293.235294118
alpha_rarefaction_255_0.txt	255	0	580.125	372.166666667	542.3	544.136363636	270.565217391	544.272727273	683.352941176	436.3	421.894736842	437.473684211	434.476190476	473.0	441.84	403.153846154	420.5	501.066666667	557.058823529	312.25	421.037037037	498.0	360.037037037	460.055555556	377.235294118	267.034482759	550.75	782.1	451.866666667	332.789473684	582.058823529	292.0	297.875	496.1	488.153846154	685.142857143	750.0	325.055555556	382.157894737	334.875	341.434782609	348.416666667	252.391304348	409.652173913	560.090909091	397.526315789	334.516129032	393.181818182	440.0	341.058823529	403.047619048	636.714285714	360.666666667	353.315789474	425.166666667	452.625	382.647058824	394.428571429	447.0	362.25	339.3	228.954545455
alpha_rarefaction_255_1.txt	255	1	551.666666667	293.724137931	586.058823529	422.25	312.368421053	518.166666667	490.333333333	622.5	308.285714286	445.105263158	748.615384615	584.4375	394.2	517.0	443.636363636	398.217391304	544.055555556	391.315789474	505.956521739	479.75	590.789473684	417.0	391.5	679.75	571.0	354.045454545	310.130434783	279.454545455	492.333333333	377.0	336.105263158	439.111111111	371.0	478.0	500.375	305.142857143	532.5	339.25	397.55	445.105263158	359.25	366.166666667	714.8	340.125	540.2	455.181818182	606.071428571	338.3	480.75	433.043478261	314.571428571	304.047619048	246.538461538	526.5625	339.789473684	358.052631579	468.142857143	308.416666667	374.714285714	343.076923077
alpha_rarefaction_255_2.txt	255	2	585.4375	459.130434783	675.666666667	442.0	377.647058824	464.055555556	434.357142857	431.55	469.3125	486.0	374.037037037	464.142857143	492.0	537.076923077	599.25	360.565217391	544.055555556	409.0	631.833333333	464.526315789	504.714285714	354.142857143	360.8125	411.588235294	556.4	388.315789474	467.0	285.526315789	572.833333333	508.666666667	296.15	342.789473684	347.0	605.5	514.272727273	333.666666667	428.0	552.111111111	340.3	321.272727273	382.066666667	479.142857143	467.230769231	330.833333333	695.473684211	514.166666667	428.285714286	281.047619048	353.913043478	522.555555556	324.5	473.315789474	489.571428571	343.272727273	345.619047619	335.789473684	397.5	352.625	458.058823529	399.615384615
alpha_rarefaction_255_3.txt	255	3	587.105263158	356.111111111	672.666666667	379.052631579	352.8125	505.714285714	613.260869565	437.3	310.730769231	488.235294118	661.0625	482.545454545	321.25	583.0	342.823529412	461.9375	355.12	1044.0	512.636363636	389.454545455	343.041666667	521.066666667	414.588235294	517.066666667	372.037037037	575.230769231	389.157894737	344.315789474	469.619047619	226.0	356.352941176	245.4	236.105263158	331.076923077	552.894736842	357.555555556	414.555555556	300.0	594.666666667	592.0	337.4	611.555555556	433.076923077	408.882352941	391.222222222	630.0	466.4	392.428571429	348.652173913	457.181818182	360.071428571	301.464285714	288.05	370.391304348	391.214285714	342.619047619	438.043478261	452.625	344.142857143	428.0
alpha_rarefaction_255_4.txt	255	4	567.055555556	476.136363636	337.04	572.833333333	338.526315789	396.5	627.0	322.272727273	306.130434783	378.55	623.235294118	666.0	761.8125	521.461538462	549.5	426.166666667	381.052631579	456.076923077	549.136363636	543.055555556	731.5	359.625	308.730769231	466.0	503.125	342.142857143	341.954545455	324.5625	515.375	330.083333333	410.769230769	304.5	326.461538462	523.125	614.882352941	345.866666667	627.769230769	340.866666667	526.5625	362.588235294	438.4	579.666666667	567.214285714	390.5	651.647058824	380.12	404.0	357.565217391	373.391304348	465.857142857	232.058823529	283.285714286	320.05	354.625	234.035714286	390.647058824	301.8	691.25	388.066666667	298.3
alpha_rarefaction_255_5.txt	255	5	553.894736842	378.875	447.0	390.181818182	359.0	436.476190476	694.1875	342.25	398.954545455	365.8	418.0	417.0	409.772727273	414.555555556	817.0	489.8125	418.0	463.571428571	531.681818182	343.115384615	692.928571429	511.157894737	383.052631579	415.473684211	506.117647059	736.909090909	416.047619048	366.0	407.636363636	283.461538462	365.0	287.315789474	288.461538462	412.909090909	491.3	571.75	510.875	435.0	503.928571429	378.052631579	217.785714286	461.142857143	413.588235294	479.5	367.4	407.772727273	381.391304348	425.571428571	448.75	534.789473684	336.3	282.037037037	336.0	390.181818182	266.714285714	384.117647059	448.0	356.5	391.666666667	427.1
alpha_rarefaction_255_6.txt	255	6	486.5	429.5	603.25	524.05	314.714285714	310.12	659.055555556	502.117647059	318.037037037	362.0	461.055555556	450.75	410.115384615	417.4	385.576923077	538.4	416.473684211	312.25	608.315789474	585.4375	656.157894737	335.0	370.166666667	363.333333333	760.769230769	342.9	355.142857143	374.2	593.8125	347.176470588	274.956521739	342.25	384.111111111	446.875	469.4	391.090909091	336.789473684	426.0625	396.055555556	300.260869565	241.545454545	466.541666667	370.882352941	534.5	628.9375	494.333333333	372.545454545	458.090909091	421.260869565	433.9	284.05	383.055555556	340.0	414.473684211	341.3	265.15	337.689655172	417.894736842	264.0	300.235294118
alpha_rarefaction_255_7.txt	255	7	407.535714286	413.0	453.333333333	449.333333333	320.894736842	397.555555556	610.555555556	438.0	394.565217391	461.176470588	481.75	576.125	444.625	564.076923077	676.666666667	456.058823529	471.05	481.052631579	553.666666667	512.272727273	525.956521739	411.0	334.75	334.6875	472.05	849.1	343.3	384.333333333	774.214285714	233.333333333	322.0	327.5	258.866666667	279.2	511.157894737	326.473684211	502.083333333	348.4375	439.0	311.25	244.0	546.055555556	415.5	367.882352941	585.666666667	437.571428571	628.0	433.1875	449.75	347.551724138	361.25	279.285714286	563.25	384.5	453.714285714	499.8	470.772727273	345.619047619	521.571428571	367.666666667
alpha_rarefaction_255_8.txt	255	8	460.130434783	445.0	528.0	513.272727273	400.65	378.136363636	553.75	533.4	365.0	324.807692308	362.2	408.913043478	565.285714286	395.526315789	480.05	450.0	397.55	445.105263158	699.1875	464.260869565	752.714285714	360.565217391	415.473684211	379.055555556	652.230769231	371.5	258.884615385	368.833333333	551.666666667	254.052631579	320.894736842	370.090909091	352.545454545	214.1875	445.772727273	543.6	318.176470588	332.083333333	479.055555556	401.235294118	356.0	428.545454545	406.769230769	373.136363636	439.615384615	355.535714286	466.0	410.2	446.0	669.0	349.176470588	335.333333333	294.526315789	385.625	290.555555556	340.526315789	367.038461538	365.545454545	297.3	347.058823529
alpha_rarefaction_255_9.txt	255	9	599.526315789	443.230769231	424.5	409.64	572.0	579.0	564.0	372.714285714	524.2	503.0	471.541666667	389.333333333	453.75	424.176470588	349.038461538	592.8125	600.25	337.954545455	507.714285714	746.352941176	527.05	434.058823529	363.0	738.909090909	404.913043478	470.0	490.571428571	336.3	583.058823529	409.625	352.428571429	256.076923077	377.333333333	324.0	530.0	359.052631579	470.461538462	308.5	316.6	576.4	225.333333333	371.161290323	453.058823529	320.785714286	663.315789474	511.875	464.176470588	416.5	644.333333333	462.5	368.4	416.0	651.1	637.583333333	310.5625	594.6	518.166666667	325.454545455	487.571428571	419.5
alpha_rarefaction_304_0.txt	304	0	462.043478261	508.111111111	463.46875	640.8	477.0	512.045454545	502.035714286	507.391304348	389.0	428.894736842	487.615384615	381.0	448.230769231	577.125	411.3125	458.954545455	428.5	539.5	471.2	759.526315789	540.8	463.666666667	669.4	381.65	755.588235294	371.166666667	329.807692308	398.647058824	860.071428571	315.05	334.0	292.05	290.047619048	327.058823529	583.0	398.55	378.869565217	394.647058824	450.0	552.0	297.136363636	455.043478261	362.0	424.5	469.181818182	619.555555556	529.142857143	445.1875	397.1	437.130434783	536.25	502.235294118	383.869565217	451.166666667	486.25	453.866666667	454.772727273	461.714285714	382.391304348	284.206896552
alpha_rarefaction_304_1.txt	304	1	507.956521739	441.888888889	710.894736842	533.25	424.142857143	422.1	489.0	498.235294118	318.730769231	347.0	476.884615385	645.055555556	484.848484848	481.055555556	513.538461538	404.357142857	463.24	530.05	689.142857143	587.043478261	628.12	508.375	419.0	561.6875	896.5	512.833333333	485.05	352.222222222	536.25	281.157894737	380.833333333	331.5625	304.0	453.3	551.2	481.769230769	407.65	424.583333333	393.076923077	457.0	332.833333333	655.157894737	456.166666667	422.25	520.0	449.636363636	364.75	460.8	790.571428571	787.052631579	321.136363636	318.275862069	264.5	395.565217391	345.954545455	337.04	523.476190476	401.777777778	466.260869565	393.157894737
alpha_rarefaction_304_2.txt	304	2	462.130434783	519.666666667	590.714285714	475.04	388.454545455	431.0	675.5	450.0	845.230769231	667.055555556	507.5	525.315789474	747.105263158	552.176470588	556.875	542.0	580.8	574.833333333	658.565217391	802.555555556	669.315789474	485.75	475.315789474	387.0	487.545454545	950.0	360.142857143	370.115384615	541.75	452.272727273	369.4	421.461538462	311.130434783	622.111111111	430.032258065	483.25	373.0	523.363636364	369.4	460.166666667	401.5	437.964285714	687.214285714	649.375	718.25	666.315789474	487.913043478	522.235294118	435.130434783	587.043478261	319.368421053	324.476190476	398.315789474	505.538461538	427.166666667	434.833333333	443.37037037	415.545454545	468.0	356.04
alpha_rarefaction_304_3.txt	304	3	592.416666667	521.0	528.037037037	574.0	242.774193548	387.037037037	629.25	501.0	443.916666667	667.0625	437.607142857	496.217391304	643.037037037	457.058823529	670.476190476	712.571428571	425.09375	525.142857143	527.0	563.12	878.0	441.545454545	331.0	457.789473684	562.142857143	472.04	317.416666667	352.55	732.473684211	201.545454545	335.0	384.2	285.0	392.75	573.2	380.4	463.055555556	466.0	426.8	414.0	413.0	489.75	602.0	585.4375	877.894736842	629.25	419.033333333	460.055555556	539.25	485.5	535.666666667	373.565217391	418.0	441.0	411.5	483.25	579.130434783	501.0	437.368421053	246.0
alpha_rarefaction_304_4.txt	304	4	482.777777778	436.333333333	529.12	501.24	475.05	540.882352941	675.5	399.555555556	360.111111111	496.125	534.142857143	443.12	774.055555556	377.869565217	488.0	482.136363636	487.913043478	573.0	510.24137931	608.041666667	396.0	436.44	524.285714286	390.956521739	697.176470588	450.333333333	430.375	292.038461538	507.24137931	317.4	315.0	494.090909091	385.2	475.0	495.538461538	307.260869565	471.4	450.928571429	419.666666667	308.857142857	541.545454545	503.045454545	514.875	579.125	609.6	485.625	481.625	481.882352941	505.375	446.357142857	368.8	369.357142857	408.047619048	452.75	379.235294118	363.565217391	534.142857143	609.588235294	374.6	270.222222222
alpha_rarefaction_304_5.txt	304	5	529.884615385	439.44	584.8	498.3	417.0	485.136363636	583.045454545	377.035714286	690.352941176	588.058823529	466.5	457.2	455.896551724	595.176470588	428.03125	577.875	492.5	556.75	581.2	509.28125	655.333333333	470.454545455	466.058823529	434.833333333	632.0	458.055555556	486.05	370.545454545	506.24137931	312.214285714	442.894736842	370.588235294	362.833333333	341.125	700.565217391	309.5	627.235294118	453.866666667	358.217391304	344.033333333	464.3125	375.029411765	389.333333333	596.555555556	489.275862069	599.176470588	419.75	524.555555556	467.161290323	637.833333333	473.666666667	445.9	410.65	483.0	386.55	356.12	629.052631579	504.956521739	448.3	275.37037037
alpha_rarefaction_304_6.txt	304	6	468.285714286	435.333333333	504.24	524.391304348	395.181818182	421.033333333	698.0	428.142857143	369.5	612.75	502.333333333	398.807692308	702.473684211	474.05	403.076923077	441.9	435.44	406.103448276	670.875	500.222222222	592.136363636	473.142857143	417.0	500.333333333	662.235294118	349.37037037	577.866666667	330.137931034	672.882352941	244.619047619	326.125	371.25	384.333333333	491.25	748.352941176	499.4375	477.05	347.428571429	570.055555556	315.903225806	271.391304348	573.0	298.652173913	525.0	519.0	399.1	732.666666667	326.620689655	481.0	548.2	464.571428571	344.260869565	467.8	594.75	407.714285714	375.8	458.576923077	358.111111111	461.789473684	405.375
alpha_rarefaction_304_7.txt	304	7	747.055555556	455.677419355	521.869565217	511.157894737	461.8	570.333333333	736.476190476	372.115384615	428.285714286	490.052631579	405.076923077	415.0	1079.92857143	840.230769231	532.791666667	511.391304348	474.434782609	363.0	641.357142857	535.44	491.75	348.0	351.115384615	369.956521739	644.117647059	747.352941176	392.391304348	579.4	563.034482759	360.0	457.625	335.473684211	309.5	417.555555556	536.5	450.105263158	426.142857143	471.461538462	351.75	431.5	401.0	550.913043478	554.176470588	531.5625	528.84	400.2	448.888888889	381.476190476	455.6	555.875	358.352941176	297.875	668.0	390.035714286	359.12	357.045454545	481.037037037	484.545454545	416.105263158	405.0
alpha_rarefaction_304_8.txt	304	8	596.0	483.777777778	616.130434783	564.142857143	357.217391304	504.5	519.730769231	536.565217391	391.222222222	398.555555556	520.869565217	499.222222222	574.0	627.9375	494.5	380.5	410.047619048	345.34375	600.25	740.176470588	707.058823529	434.5	573.875	518.166666667	731.058823529	634.0	428.142857143	377.869565217	552.884615385	336.071428571	313.896551724	465.75	287.4	300.153846154	546.75	442.1875	456.625	381.071428571	683.214285714	432.176470588	383.769230769	523.391304348	338.105263158	392.956521739	476.076923077	370.214285714	437.038461538	410.652173913	541.681818182	493.538461538	334.454545455	344.681818182	385.772727273	599.3	344.142857143	347.25	369.5	384.034482759	393.291666667	460.166666667
alpha_rarefaction_304_9.txt	304	9	494.04	433.032258065	427.1	433.888888889	293.5	500.12	473.774193548	442.75	627.25	409.12	407.214285714	457.444444444	498.04	483.25	428.03125	525.285714286	465.789473684	433.125	710.217391304	395.807692308	686.454545455	452.772727273	553.5	558.047619048	605.3	672.5	355.038461538	407.789473684	556.777777778	260.0	332.24	347.4	264.0	478.0	517.0	862.666666667	360.045454545	533.230769231	385.12	445.636363636	396.526315789	715.555555556	319.384615385	532.5625	667.0	484.625	574.0	292.037037037	456.25	733.473684211	439.0	334.043478261	456.166666667	348.870967742	354.222222222	460.8	454.6	481.142857143	413.636363636	297.5
alpha_rarefaction_353_0.txt	353	0	503.37037037	562.291666667	703.291666667	520.714285714	362.75	648.04	729.64	387.416666667	507.125	526.272727273	637.142857143	650.045454545	653.230769231	491.052631579	528.0	461.25	668.37037037	603.5	845.0	555.903225806	748.3	456.888888889	509.5	482.434782609	776.714285714	718.791666667	443.5	406.217391304	617.5	316.05	412.64	296.833333333	663.230769231	606.3	539.34375	418.652173913	426.666666667	412.636363636	456.6	457.75	410.0	504.428571429	436.44	400.076923077	711.75	421.323529412	434.181818182	469.0	477.454545455	458.483870968	484.055555556	464.541666667	385.7	622.260869565	313.888888889	500.333333333	563.555555556	560.652173913	569.75	354.125
