	sequences per sample	iteration	Amz22chld.418485	Amz25chld.418466	Amz26chld.418481	Amz29adlt.418370	Amz2adltF.418633	Amz30adlt.418837	Amz32eldF.418511	Amz4adltF.418711	Amz4chldM2.418774	Amz5chldF1.418757	Amz5chldF2.418405	Amz5teenF.418519	Amz6chldM.418668	Amz6eldF.418597	Amz6eldM.418356	Amz7eldM.418423	TS1.418828	TS109.418691	TS111.418684	TS127.418550	TS129.418618	TS13.418619	TS163.418636	TS184.418577	TS193.418750	TS195.418848	TS25.418407	TS4.418810	TS7.418860	USchp18Mom.418783	USchp1Mom.418814	USchp25Child.418345	USchp25Mom.418780	USchp33ChildB.418578	USchp36Mom.418718	USchp3Child.418614	USchp3Mom.418727	USchp4Mom.418666	h101M.1.418586	h10M.1.418706	h122M.1.418534	h146M.1.418838	h147M.1.418531	h165M.1.418394	h186M.1.418788	h208M.1.418731	h235M.1.418489	h257M.1.418454	h264M.1.418377	h273M.1.418507	h279M.1.418530	h305M.1.418771	h37M.1.418863	h60M.1.418694	h68M.1.418773	h78M.1.418725	h85M.1.418596	h95M.1.418831	h9M.1.418588	k278A.2.418424
alpha_rarefaction_157_0.txt	157	0	11.55446	12.70479	12.74566	11.28983	10.12468	13.77943	13.47239	13.05115	11.81219	9.56268	12.91316	11.73846	12.37001	10.67652	14.88227	10.27534	12.31316	10.20871	13.35595	13.3707	12.10598	10.43433	9.67865	8.96864	9.73889	10.54282	11.12973	8.11899	11.18901	7.80606	10.03896	10.00451	9.38466	8.13002	13.33397	10.14299	11.02129	8.88065	11.40053	12.10073	11.64686	13.97127	11.959	10.50608	13.91139	12.18552	12.58796	8.00024	13.5971	12.67948	10.77602	15.29227	12.99526	10.69919	10.9785	8.74671	13.68111	13.13468	9.73865	9.45861
alpha_rarefaction_157_1.txt	157	1	12.08925	12.06772	13.30703	11.46355	10.83511	12.81581	13.97595	12.85747	10.19863	9.30123	10.54758	12.06185	12.6984	10.59814	15.01846	10.52006	11.65678	9.01404	11.43909	12.35565	13.21594	10.66003	10.15553	7.70245	10.40096	10.291	12.09983	8.56788	11.9961	8.7016	10.51871	10.04826	8.39964	7.30112	12.38113	10.73037	10.27814	8.96989	12.07013	11.40561	11.38856	13.11712	11.89996	11.67461	15.07807	12.38872	13.18806	8.69707	13.06322	12.40483	9.45636	15.23367	12.1194	12.11314	10.83115	10.57503	12.28268	13.76812	9.60372	10.61282
alpha_rarefaction_157_2.txt	157	2	11.51418	12.78093	13.654	12.11655	9.84329	13.7884	12.40131	12.27516	10.39335	10.05483	12.74279	11.11526	12.22653	10.6019	15.32784	11.3433	12.30121	9.32175	12.22505	13.04181	12.19472	11.42033	9.98296	8.5612	9.0319	10.82681	11.23783	8.90527	9.98279	7.29117	11.59173	9.85671	8.56265	9.72781	12.81633	10.57269	10.58292	8.46479	11.47605	12.54474	10.46879	12.85323	12.90073	11.20559	13.8163	11.68494	13.30711	8.41346	12.66019	12.41641	10.52584	12.74623	13.2511	11.06016	11.39913	10.12405	12.28781	12.51853	9.95802	10.21367
alpha_rarefaction_157_3.txt	157	3	12.57178	11.20456	12.53316	10.92076	9.33212	13.8092	13.50791	11.54451	11.16196	11.92393	13.66594	13.77267	13.79355	10.31135	13.62456	12.05768	11.72408	10.1325	12.8695	11.97606	11.71093	11.0013	9.67736	9.04143	11.16985	10.47014	11.80051	8.11202	11.69535	8.18301	11.09855	10.3928	9.77461	9.19655	13.27955	9.86952	10.85874	8.98763	12.00959	12.45942	12.16005	13.61987	10.97953	9.95276	14.81243	10.79645	13.63383	8.11762	13.36873	13.06758	11.02072	13.86984	13.79053	12.24631	12.56316	10.17228	13.45479	11.9041	10.15174	10.35092
alpha_rarefaction_157_4.txt	157	4	10.65098	11.3807	13.49624	10.76025	9.26866	12.32807	13.64637	12.97933	9.2538	9.88761	11.16989	10.85278	13.08548	10.47517	15.51065	10.65474	11.66509	9.88994	11.97958	11.91413	11.2044	10.45047	10.30334	9.56144	10.0564	10.78192	10.86896	7.54844	10.67971	8.68086	10.35482	11.82636	8.85992	8.94509	11.92233	11.03451	11.44746	9.35734	10.66162	12.39671	11.90714	12.73968	12.41313	10.32769	14.35051	11.64677	15.0188	7.61149	12.39721	12.10966	9.52758	16.11176	12.38433	10.5689	11.11525	8.64191	13.78098	12.3847	9.63365	10.28188
alpha_rarefaction_157_5.txt	157	5	12.96044	11.42686	12.99485	12.23741	10.07481	12.33031	11.75306	13.09638	11.25539	9.17705	12.01175	13.78521	13.72207	10.19855	13.91598	12.70318	10.64343	9.95215	11.84401	10.92379	12.39037	11.56739	8.61163	8.14046	9.75198	10.45302	11.54826	8.41351	11.94234	7.48141	9.64624	9.58005	9.92326	9.01113	13.12614	9.51778	10.22516	8.16488	10.70417	11.67445	10.48695	11.25494	10.26285	11.80089	14.18922	11.66821	13.95554	7.91398	12.80748	13.48451	10.61439	15.56825	12.06625	13.29433	11.65734	9.7675	14.32199	11.81179	9.36123	9.05971
alpha_rarefaction_157_6.txt	157	6	12.12958	12.31168	12.26055	11.54016	10.43352	13.01797	12.60168	13.57218	10.69207	9.24415	11.87267	12.59221	13.8539	10.01684	15.12807	11.30521	12.30301	9.67964	13.60546	13.39553	12.18806	11.39299	9.62808	8.81259	10.35972	9.85523	12.04862	8.40521	10.50183	8.91856	10.51501	10.00737	9.11062	9.15399	12.22222	11.31558	10.18582	7.98692	11.11968	11.95033	10.57207	12.59814	11.74568	10.39121	14.64283	11.38954	14.26333	8.60278	12.52835	12.39088	9.67969	14.23604	12.22215	11.31743	11.63889	10.16432	12.42646	13.35968	10.63724	9.81907
alpha_rarefaction_157_7.txt	157	7	11.20694	11.89847	13.55114	11.88388	9.38451	12.4725	12.12736	14.05253	11.53891	9.76052	12.67244	11.33741	13.20651	9.62946	14.74472	12.55738	13.73551	9.47663	11.69528	13.85024	10.8937	10.49671	9.6032	8.7918	8.81773	9.99384	12.89279	7.96554	11.97913	8.16124	11.09841	9.44597	9.44415	9.41062	14.47415	10.07322	10.36523	8.85332	11.31262	11.52742	10.84335	13.20256	10.51164	10.38515	16.86777	11.39887	14.70815	8.03778	12.55257	12.56067	10.61662	15.46305	13.55415	11.04695	11.46697	9.59522	12.23816	12.08323	10.04764	10.14794
alpha_rarefaction_157_8.txt	157	8	11.82061	12.61263	13.66162	10.6543	10.3627	12.56672	12.6408	12.70494	10.79065	10.01075	11.83873	12.42787	11.95211	9.76301	14.88946	11.77871	12.81131	9.3992	12.27871	13.51248	11.39315	11.4994	10.13789	9.08258	9.98346	9.74492	12.33152	8.48807	10.96009	7.73193	9.77578	10.11928	9.87155	8.66528	11.58404	9.9881	10.97822	8.72547	11.9874	12.09293	12.23076	12.13273	11.2992	10.85958	14.54721	11.86565	16.77978	8.0642	13.76576	13.96032	9.4812	15.00708	12.82658	11.77273	9.41583	9.71683	12.63868	11.58653	9.25373	10.01231
alpha_rarefaction_157_9.txt	157	9	11.84847	11.18995	12.8416	11.61756	9.9788	11.49883	13.27306	14.41769	11.08195	10.25507	12.78273	10.58426	13.49187	11.07974	14.8131	11.31518	11.10712	9.70346	12.79124	12.30872	12.08321	11.20823	8.98179	8.42511	10.95606	11.4702	11.49427	8.70852	10.25575	8.09228	9.91949	9.36344	10.92959	8.51506	13.07646	9.13408	12.02858	8.00905	11.58988	12.97993	10.04748	13.50565	12.85048	10.25596	14.42673	12.01794	12.61596	8.15665	13.05265	12.4181	10.52139	14.70078	11.9823	10.64223	10.11746	9.25658	11.06019	13.26017	9.50106	10.18166
alpha_rarefaction_206_0.txt	206	0	14.14227	13.25738	14.65225	12.61179	10.71049	14.67161	15.8576	15.67476	12.1678	10.52497	13.64859	13.67481	15.35061	12.59281	18.39453	13.12078	14.30501	12.20703	13.96648	15.3631	13.29199	13.22515	9.8252	10.57151	12.17193	11.38879	13.56832	9.10874	12.76609	9.22109	11.66235	12.68311	10.03357	8.97236	14.61774	12.17502	12.37612	9.7594	13.7829	13.43293	12.74925	14.64626	14.70897	11.84036	16.2703	13.89174	16.57953	9.36979	13.93239	16.89926	12.16999	16.88866	13.96894	13.46939	13.80336	10.6384	13.36491	13.2074	10.37863	10.96997
alpha_rarefaction_206_1.txt	206	1	14.63507	14.15618	15.49026	12.32265	10.50063	13.10487	14.04465	15.59261	12.43787	10.76061	14.1166	13.07717	13.854	12.36258	17.98573	13.20584	13.51841	9.82754	13.75606	13.23627	13.10618	11.56997	11.56482	8.29689	12.55686	12.40663	14.69796	9.79453	12.57186	9.12779	11.5294	10.75521	11.23296	10.59123	15.05639	11.95645	12.06952	9.55117	14.09979	12.18171	10.98778	13.46822	13.06034	12.13092	16.06206	13.25715	16.22042	8.11427	15.01706	16.56415	10.83248	16.2319	15.45868	13.06426	12.46028	10.7197	14.59241	14.50492	10.62265	11.25518
alpha_rarefaction_206_2.txt	206	2	14.37832	14.21519	15.08731	12.99256	10.46747	13.96379	13.58452	13.54914	12.42269	10.9879	14.23706	14.43538	14.8592	11.93732	17.4829	12.59544	13.87216	10.7658	13.53744	14.84399	12.84116	12.08002	10.31531	9.66471	10.68589	11.63506	13.4596	9.40172	14.20996	8.6067	11.73907	11.26001	12.00848	9.07971	13.07787	11.40987	13.3455	8.76141	13.36751	14.4365	12.12701	14.38191	13.30208	12.153	17.07032	13.48491	15.33147	9.34647	14.0934	15.53053	11.4678	15.97285	14.09349	12.79087	11.70478	11.29431	13.60163	14.90215	10.80452	11.34233
alpha_rarefaction_206_3.txt	206	3	13.81663	14.29059	14.40842	14.19505	11.07023	13.63494	14.65094	15.97212	11.44312	11.26946	13.11653	15.01406	14.15667	12.09975	16.18479	14.25135	14.2997	10.48036	13.93025	14.73437	12.9626	12.11487	10.16663	9.01476	11.46203	12.39374	12.59723	9.69489	13.22291	9.62072	11.92256	11.10899	11.05757	10.23293	13.50819	11.42307	11.68673	9.62677	12.87449	12.79023	11.95712	15.0564	11.89366	13.67019	17.57726	14.15514	14.69575	9.87109	15.93911	14.3259	13.14307	15.70862	14.88224	12.41508	13.19918	10.20268	14.15561	14.80476	10.88956	11.85255
alpha_rarefaction_206_4.txt	206	4	14.3383	14.24494	14.92601	13.81733	11.27682	15.71246	14.05265	15.91096	12.08204	12.12046	13.19883	14.37856	15.41624	11.69167	16.1994	13.04096	13.18401	11.65398	15.06185	14.06068	12.50292	11.16442	10.91641	10.05331	11.92314	11.76973	13.33461	9.57734	13.26065	9.28157	10.72388	12.18182	10.29901	9.35068	13.96604	10.92375	11.86221	10.0998	13.23301	12.76172	12.73121	13.89158	12.78955	11.93609	15.08638	14.19612	15.41109	8.25326	14.66791	14.79821	11.80624	16.73579	14.53188	12.97135	11.65936	10.91929	13.63611	13.20071	10.65373	11.10571
alpha_rarefaction_206_5.txt	206	5	12.4494	14.82507	15.08629	13.67714	13.18085	15.48835	15.20244	15.59079	12.26078	10.96639	13.66484	14.55363	15.31965	12.46747	16.43476	14.49499	13.68919	11.201	14.34032	15.70281	13.55427	12.74986	10.77451	8.50117	10.79452	12.39653	11.83507	9.16394	13.63266	9.49754	11.74095	11.12487	10.80522	9.66772	14.19548	11.53628	12.34563	9.98661	13.55718	13.24255	12.30714	14.463	13.2137	12.26491	15.18036	12.34627	15.55218	9.64931	14.1259	14.01889	11.79694	17.03213	14.2673	12.95155	12.55957	10.92716	14.31514	13.33309	11.46774	10.92329
alpha_rarefaction_206_6.txt	206	6	11.84297	13.72694	14.15559	13.49266	11.24488	15.62212	14.04125	14.89235	11.67811	11.27488	14.12429	13.57584	14.06014	11.52129	17.94832	12.15374	14.01594	11.06302	14.33153	14.04894	14.47048	12.99876	10.78134	9.52207	12.65704	10.63264	13.15943	9.05696	13.17169	9.08359	11.37162	11.62488	10.52143	9.00947	14.72888	11.62301	12.52949	10.4427	12.63227	13.80944	13.078	14.66351	12.91707	11.03273	17.86804	13.74309	16.78806	9.82587	15.16345	14.78599	11.4952	15.72035	15.27697	12.63388	13.49025	10.44163	14.00821	15.46517	11.63747	11.6321
alpha_rarefaction_206_7.txt	206	7	13.60047	14.24055	15.07632	13.39023	11.08765	13.25946	15.13594	14.42658	12.69309	12.64353	15.36341	13.65006	15.34283	13.07195	18.24562	13.20498	14.0625	10.6123	15.61264	13.43931	13.41063	11.59131	10.3649	9.47368	11.58192	12.02052	13.10294	9.19761	11.69914	9.1592	11.79008	11.9879	10.53459	9.94344	13.80616	11.4893	12.70246	9.58277	13.98539	12.78731	12.194	14.6139	13.31886	11.91964	17.71758	13.40769	15.6878	9.95933	14.19759	15.25263	11.02925	15.61092	14.86438	13.31132	13.15106	12.18593	14.30808	15.45412	10.99831	11.07869
alpha_rarefaction_206_8.txt	206	8	13.80727	13.36146	14.71359	12.50394	10.87023	14.13508	14.93352	15.52896	14.08634	11.68392	13.7267	13.9298	14.74498	11.07947	17.17678	13.66115	14.09251	10.56184	13.94351	13.31709	13.24306	12.85162	10.87845	9.57873	10.75596	11.28428	13.61132	9.22675	12.86372	9.52128	10.60667	10.31894	11.86412	9.45025	13.68161	11.96268	11.80591	10.02067	13.83848	12.92251	12.12653	15.38277	13.71023	11.21754	15.74414	13.44296	13.39084	10.01278	14.54053	14.19736	11.89032	17.81103	12.88055	13.70669	11.80141	11.5767	14.5	13.20389	11.06007	11.29212
alpha_rarefaction_206_9.txt	206	9	13.67583	14.05123	15.49484	13.04698	11.30987	14.83785	15.48946	14.72278	11.84938	10.32879	14.06478	14.5492	14.55979	12.12495	16.76226	14.68383	14.64093	10.42214	13.50714	15.20108	14.40832	11.48079	11.57826	9.43639	11.58015	12.06908	12.49817	9.14477	13.10538	9.78295	11.91607	11.32525	10.41112	9.59631	14.22477	12.01264	11.92546	9.6917	11.99993	11.71705	12.49235	13.43931	13.20872	12.09129	17.64438	12.76705	16.16662	9.61714	13.59181	15.38976	12.55278	16.25084	14.61898	13.22763	11.97588	10.65401	14.63907	14.61896	10.55601	12.00101
alpha_rarefaction_255_0.txt	255	0	14.80824	14.66485	17.38195	16.71329	11.78248	16.64841	16.64022	17.91284	13.80919	12.65509	14.93997	16.71238	15.69802	13.14812	18.08436	15.23107	15.44297	11.90733	15.45548	15.33379	14.17049	14.45023	11.76379	10.9627	13.41704	12.29019	15.5557	9.50696	15.08536	9.36536	12.22976	12.72874	11.83734	10.79587	15.35684	12.95832	14.55416	10.64033	15.19221	14.97603	14.74938	18.37125	14.39241	13.64031	18.83299	14.76296	15.88085	9.29151	15.81034	16.7955	13.69201	17.97261	16.25457	14.48575	14.9418	12.89909	16.04937	16.01911	12.39951	11.64162
alpha_rarefaction_255_1.txt	255	1	14.79199	14.73053	16.37698	13.86189	12.70279	16.21339	16.42604	17.19412	12.82993	12.45789	15.49678	15.7852	16.39218	14.14427	19.44093	14.98117	16.23933	12.36919	16.05813	16.95461	14.49751	12.36693	11.69938	10.694	12.31802	12.0743	15.01396	10.33282	14.87923	9.46259	13.19936	11.93153	12.96822	11.49593	15.1953	13.44007	13.64572	11.23144	15.60178	15.26771	14.03	16.1871	14.32488	13.35058	19.90448	14.17213	18.26948	10.29746	18.07262	16.03344	12.74018	18.18263	16.04578	14.05932	13.98117	12.52047	15.3608	15.61604	12.43799	11.79091
alpha_rarefaction_255_2.txt	255	2	14.86048	15.38592	16.53505	14.97869	12.65005	16.8833	17.17141	16.5418	13.93506	13.32289	15.35158	16.33	16.82258	13.7466	18.80507	14.76261	15.75286	12.92357	16.86442	16.0401	15.01371	12.99599	11.3178	10.19457	12.33102	12.13304	15.53959	9.26533	13.96041	9.97995	12.34739	12.91291	11.75801	11.48576	15.3962	12.85741	13.50071	11.29711	14.37289	14.0365	14.55241	17.88973	14.48329	12.87546	17.87237	15.6401	18.43086	10.31635	15.10377	17.70557	13.1523	20.56649	15.38256	13.91385	14.93543	12.44906	15.05792	17.06188	13.12548	12.26146
alpha_rarefaction_255_3.txt	255	3	15.60259	14.72684	16.90875	13.954	12.04697	16.27852	17.45073	16.80733	13.74217	12.63723	15.60018	16.53843	15.57591	13.03321	20.50004	14.76411	14.46527	12.91879	15.50038	14.66438	14.0384	13.83633	11.81552	10.55249	12.30782	12.34745	15.09507	10.00673	13.29244	8.80251	12.4826	12.77963	10.94271	10.40718	14.91628	13.59158	13.98429	10.39273	15.0368	14.38503	14.29631	18.05321	13.62123	13.44921	17.17019	15.18815	18.22642	10.45414	17.30826	16.03989	13.62657	19.08557	14.91327	14.65523	13.58641	12.48198	17.36139	15.96117	12.25617	12.53504
alpha_rarefaction_255_4.txt	255	4	15.22287	14.8943	16.17361	15.1616	11.50645	15.60817	16.34069	15.38475	12.58923	13.02862	15.6188	15.99893	16.44205	13.23092	18.75111	12.8601	14.77041	12.27273	16.36096	14.76539	15.11152	13.67564	11.30182	10.83966	13.18602	12.91359	14.53699	10.01012	15.25429	9.98685	13.08278	12.50836	10.33005	10.41725	15.95643	12.80013	14.60312	10.47359	16.45948	14.6208	16.12469	17.2854	15.81549	14.01817	18.23101	15.56573	18.32177	10.72765	15.41316	17.45803	12.29469	17.66619	15.10935	14.30349	13.72439	12.04638	14.38883	15.37115	12.30615	12.14701
alpha_rarefaction_255_5.txt	255	5	15.92457	14.69139	15.65573	13.97686	12.55752	15.33439	16.11445	16.85835	13.28631	12.27561	15.44692	14.9177	14.87123	13.68125	20.89807	15.70421	15.47979	12.02516	15.49398	16.46915	14.10156	13.98492	12.0004	11.03938	12.94025	12.78293	13.9171	10.56478	14.02129	9.69383	13.28229	14.11976	10.63153	10.17145	14.58455	13.42333	13.92571	10.43191	15.15092	15.1176	13.84507	17.34778	14.47164	13.07702	16.75274	13.70693	16.25474	10.15117	16.97997	17.05968	14.26926	18.27672	15.9012	14.94293	12.04759	12.2007	15.57039	16.03541	12.37188	12.59688
alpha_rarefaction_255_6.txt	255	6	13.7486	14.57592	17.40744	15.23274	13.00013	14.58913	16.98495	17.03254	14.1712	11.61513	14.37551	16.48107	16.48613	12.65246	18.7989	14.40116	14.95699	12.30478	15.8394	17.12728	14.72342	12.99008	11.50737	10.53943	12.63938	11.61962	14.59978	10.02415	13.90845	10.42944	12.28379	12.60459	11.07558	10.63866	16.34954	12.28481	13.04673	10.74699	13.55974	14.08132	13.76469	16.76738	13.53396	13.1893	16.99289	15.53729	16.53286	10.74073	17.01905	15.39624	12.59827	19.01392	14.84128	14.96131	14.64723	11.69243	16.05743	15.86055	12.85367	12.26536
alpha_rarefaction_255_7.txt	255	7	15.57315	15.8427	16.32502	13.52558	13.42763	16.55942	16.7248	16.81203	14.61675	13.16437	14.98938	16.30537	15.32185	13.59505	19.42938	16.25155	15.80975	13.9342	15.73242	16.50077	16.17675	13.77763	11.0659	9.77878	12.21929	13.98207	16.08515	9.63915	15.47054	9.59491	12.13267	12.81209	10.81338	10.25726	15.79877	12.75435	13.49135	10.68549	14.77685	14.65762	12.35074	17.22689	14.53385	12.2679	17.9425	13.38748	18.67655	10.91155	17.50414	15.01279	13.79001	17.44117	16.69911	13.71787	13.28268	11.83268	17.03308	16.7203	12.2841	12.21196
alpha_rarefaction_255_8.txt	255	8	16.32888	15.19282	16.95329	15.4098	13.83784	15.85475	16.23562	16.31843	13.35841	12.96274	14.76203	15.49073	17.61608	13.33279	18.08292	15.16323	15.26977	12.45863	16.35601	17.49168	15.21982	13.94248	12.18231	9.96781	12.69882	12.7233	14.23837	10.68184	13.72095	10.81286	12.53728	12.73901	11.16352	10.45669	15.80774	13.40636	12.86622	10.32884	16.57933	16.4951	14.93553	16.84663	14.06048	13.94155	18.05619	14.65687	17.9213	10.20672	16.72915	18.03142	12.89044	18.56325	15.55054	12.42939	13.54683	12.41256	15.31144	15.67723	10.71414	12.31731
alpha_rarefaction_255_9.txt	255	9	15.45459	15.99642	14.57267	15.26056	13.77487	17.13016	15.97163	16.66737	14.95258	12.82387	15.4133	15.38471	16.33244	12.59616	18.4067	14.66349	15.75717	12.19844	15.68961	18.07917	15.99101	12.84327	11.75485	10.80406	11.96062	11.62979	15.39524	10.12612	16.29267	9.54293	12.77054	11.48916	11.18846	10.88915	15.38918	13.34097	13.30874	9.96036	15.42846	16.47611	13.66898	17.66107	15.81275	13.64817	19.68288	14.53197	16.49177	11.10298	18.35929	16.86025	13.14947	19.04721	15.30432	14.85435	13.82406	12.43511	15.66991	16.21085	12.29635	12.14355
alpha_rarefaction_304_0.txt	304	0	15.50135	16.90861	17.78119	15.66273	13.60043	17.13227	16.81218	18.09058	15.71902	12.54948	16.10344	16.79244	17.68821	15.03104	20.68659	16.05363	16.07175	13.44337	16.26734	17.52192	16.28424	15.19613	13.65541	10.95381	13.47662	12.89785	15.58469	10.63263	15.7278	10.71447	12.74283	12.82388	12.31672	12.00106	18.34013	14.1492	13.40647	11.50638	16.28097	17.65747	15.14351	16.38333	15.94713	12.92682	19.18778	16.65994	18.69769	11.86291	17.3584	18.05585	14.65806	19.62416	17.49741	15.52089	16.53325	13.18457	16.99383	17.30807	13.50612	13.20223
alpha_rarefaction_304_1.txt	304	1	17.08358	15.45795	18.28678	15.89583	14.51488	17.9975	18.29196	17.46908	14.02314	12.65896	15.84528	17.97042	18.36054	14.44029	20.72295	15.69968	15.52973	14.52852	18.51608	17.95114	16.30331	14.12781	12.89412	11.29061	12.62193	14.44521	16.57459	11.69324	15.66986	10.95002	11.93672	12.67159	12.21028	11.45438	16.88661	13.25412	15.14586	11.01083	15.83646	15.09525	15.48133	17.44425	15.20889	13.72077	20.82285	14.85737	19.9966	11.43716	19.11586	19.79715	14.19554	19.46364	15.48138	14.8079	14.78541	13.51143	17.75955	18.29815	14.36954	13.04777
alpha_rarefaction_304_2.txt	304	2	14.16059	16.66735	17.09525	16.04277	14.86552	16.02772	18.27378	16.80909	15.03513	14.53539	17.106	16.13764	18.77104	14.84355	21.58577	16.99234	17.30648	13.35454	18.35462	18.89169	15.62484	13.691	11.67494	10.14989	13.49398	14.57939	14.67706	11.77075	15.37939	10.96793	14.25007	13.34245	12.73259	12.47232	17.45364	14.53487	13.79855	10.37936	16.87095	15.26892	15.28613	20.18726	16.06546	16.05215	19.3227	16.64867	19.08877	12.60827	17.53976	18.5802	13.95076	18.87166	16.39564	16.6732	15.86854	13.2646	17.77938	15.37863	12.55112	13.50472
alpha_rarefaction_304_3.txt	304	3	17.64316	16.23557	17.61308	16.67593	12.94752	17.8124	17.60983	17.29142	15.02771	13.54866	15.73473	18.29702	17.45876	13.32133	21.47987	15.30698	16.23014	13.81199	16.69066	17.33913	16.59395	14.51759	10.90586	10.84451	13.02365	15.44491	15.85432	9.94477	16.68056	10.40001	13.90031	12.85815	11.91019	10.57022	17.47502	13.21794	14.12548	11.86937	15.64268	16.27737	15.10349	18.83294	15.39927	14.15383	19.88543	16.22802	20.52426	10.86514	18.87571	18.87563	13.92562	19.88052	17.1871	16.01943	15.85672	13.35232	17.74035	16.08492	13.22041	12.09111
alpha_rarefaction_304_4.txt	304	4	16.54788	16.16957	17.53908	16.16997	14.15106	16.81975	18.57547	18.89554	14.13184	14.21536	16.12944	16.99856	17.26093	15.67179	20.39275	16.0655	16.31654	13.60225	16.88976	15.68223	14.74948	13.79871	12.80159	10.13367	14.91505	13.06854	17.17633	10.54253	15.78467	10.65337	12.98035	13.2076	11.75144	11.5707	17.3524	13.73837	15.28816	11.71762	15.99391	16.00435	14.89946	18.14624	15.69982	13.98124	19.45848	15.67928	18.90601	12.19097	18.30305	18.79303	14.53962	20.76077	17.52884	15.07386	14.99494	13.63783	17.27776	17.98894	14.13242	13.08701
alpha_rarefaction_304_5.txt	304	5	16.66408	16.32664	18.17145	15.93073	14.02025	17.05742	17.85237	17.41911	15.55547	14.34972	15.03462	18.65344	16.80754	14.79587	20.6855	17.08091	16.41144	12.64297	16.92189	18.43497	15.7614	13.88438	12.38094	10.95067	13.07773	12.92786	16.66244	10.51292	15.57454	10.04687	13.9192	12.36785	11.94835	10.36687	17.68079	13.29016	14.75028	11.69289	15.35599	16.64971	14.9608	18.77226	14.37084	14.94405	19.61732	15.42506	19.48262	11.73561	19.15746	18.92659	13.66066	19.64693	17.75566	15.55784	15.19759	13.12567	17.95365	18.86069	12.90876	12.63575
alpha_rarefaction_304_6.txt	304	6	15.49156	16.06665	17.34925	15.74662	13.37585	17.58626	18.22494	16.91045	15.20819	13.53122	16.36937	16.42048	18.22143	14.67351	19.69038	15.29388	15.78677	14.18078	18.30783	17.41564	15.58568	14.22888	12.44516	12.01006	15.72665	13.71011	16.2133	10.83825	15.62463	10.79703	13.86114	14.34428	11.17025	11.01829	16.03803	13.61551	15.69627	10.42938	17.09314	17.12361	14.79875	18.284	15.87264	14.17214	20.36717	15.67715	18.54934	12.51482	18.0187	18.75371	14.17494	18.79888	16.88087	16.2525	14.17295	12.72926	17.39588	16.8877	13.22086	12.68346
alpha_rarefaction_304_7.txt	304	7	16.14482	16.57859	17.48386	14.75885	13.54972	17.15932	18.02375	18.1387	14.85589	13.89839	15.47606	18.41002	18.16378	15.20742	20.1299	16.41619	16.06673	13.06801	17.0661	16.16336	15.99295	14.6252	12.31357	10.50003	13.18689	14.70206	17.01699	11.1197	16.45444	9.78086	12.57225	13.75308	12.57567	12.96297	17.17388	13.75391	15.40401	11.94402	17.01415	16.27701	14.52061	18.65264	16.27203	13.84894	19.37492	14.18562	20.02798	11.86348	18.4766	18.15836	14.87261	20.16859	17.86109	15.85109	15.31935	14.52219	17.30058	17.02092	12.64151	12.07538
alpha_rarefaction_304_8.txt	304	8	15.5962	16.30073	18.88809	16.21292	12.78448	17.93165	17.67131	18.67961	15.77899	13.71484	15.33282	17.8767	18.00284	15.00584	20.69211	14.9391	15.78131	12.70178	18.0462	16.96582	15.92105	14.01015	12.85782	11.02161	14.09721	13.37359	15.98589	11.56799	15.81849	10.74516	14.72221	14.57633	11.58787	10.8246	17.17072	13.37341	14.00326	10.65826	17.01202	16.45085	14.47295	17.59338	14.84178	14.76654	19.48476	15.49033	18.61297	12.21785	18.40142	19.44033	13.71305	19.44084	15.93715	16.3183	14.23258	13.68033	16.76137	17.20665	13.41629	13.29212
alpha_rarefaction_304_9.txt	304	9	17.34565	16.89301	17.19667	15.83517	12.84966	17.71122	17.81337	17.05192	15.38707	14.05214	16.25347	17.43737	17.21617	14.36018	20.88039	16.48077	15.13995	13.70361	16.89699	15.69241	16.06799	13.97263	12.12152	11.87287	13.59108	14.17924	15.02656	10.55771	16.24497	11.6009	13.07834	12.62928	11.67892	10.8328	18.64971	14.39044	13.77842	12.09812	17.16763	15.63243	16.01553	17.52301	15.04853	14.73397	21.62093	15.99308	18.8687	11.67727	18.93553	19.37081	14.57573	20.26536	16.57066	16.25238	17.07773	13.91755	17.69294	17.15697	12.43484	13.5655
alpha_rarefaction_353_0.txt	353	0	16.69899	17.45407	19.26975	16.77663	13.63669	20.12136	19.892	18.71649	16.01027	15.14793	16.30171	17.98107	19.34526	14.14944	22.26269	17.43781	20.18873	14.46863	19.2253	18.24038	16.6084	16.23508	12.96237	12.50289	15.61376	16.23796	17.09339	11.71639	17.73844	11.49107	14.437	13.36753	14.11157	12.23607	18.26032	14.628	14.69998	12.1486	16.6142	17.16543	15.41021	19.99141	16.85418	15.17292	20.94114	17.05082	20.7646	11.73814	18.74544	17.93206	15.56786	21.71193	18.80291	17.28924	16.32765	14.93702	19.63625	18.76009	14.9657	14.09888
