	Amz22chld.418485	Amz25chld.418466	Amz26chld.418481	Amz29adlt.418370	Amz2adltF.418633	Amz30adlt.418837	Amz32eldF.418511	Amz4adltF.418711	Amz4chldM2.418774	Amz5chldF1.418757	Amz5chldF2.418405	Amz5teenF.418519	Amz6chldM.418668	Amz6eldF.418597	Amz6eldM.418356	Amz7eldM.418423	TS1.418828	TS109.418691	TS111.418684	TS127.418550	TS129.418618	TS13.418619	TS163.418636	TS184.418577	TS193.418750	TS195.418848	TS25.418407	TS4.418810	TS7.418860	USchp18Mom.418783	USchp1Mom.418814	USchp25Child.418345	USchp25Mom.418780	USchp33ChildB.418578	USchp36Mom.418718	USchp3Child.418614	USchp3Mom.418727	USchp4Mom.418666	h101M.1.418586	h10M.1.418706	h122M.1.418534	h146M.1.418838	h147M.1.418531	h165M.1.418394	h186M.1.418788	h208M.1.418731	h235M.1.418489	h257M.1.418454	h264M.1.418377	h273M.1.418507	h279M.1.418530	h305M.1.418771	h37M.1.418863	h60M.1.418694	h68M.1.418773	h78M.1.418725	h85M.1.418596	h95M.1.418831	h9M.1.418588	k278A.2.418424
Amz22chld.418485	0.0	0.23557464	0.24380994	0.39806516	0.59440068	0.29760778	0.3234181	0.42938676	0.35434888	0.42094956	0.21351048	0.42464336	0.29844334	0.37503638	0.39395206	0.30384924	0.3632779	0.43857184	0.30419258	0.32026982	0.31654868	0.25135248	0.37875578	0.40624608	0.2470707	0.37952566	0.343843	0.63148416	0.28565182	0.35187986	0.31929594	0.39902696	0.32417654	0.52318914	0.35414222	0.48269024	0.46616474	0.39711616	0.41222056	0.29274466	0.53129982	0.38224808	0.47965982	0.40698738	0.3849608	0.37668204	0.40272528	0.4254574	0.3002118	0.33239376	0.49346206	0.3253489	0.37902898	0.30349362	0.52726384	0.52244786	0.37469954	0.40028156	0.498219	0.55427642
Amz25chld.418466	0.23557464	0.0	0.23779726	0.33925136	0.46772768	0.29380438	0.3420021	0.46464696	0.22394036	0.29487172	0.24886396	0.2951032	0.19839942	0.25950854	0.27024154	0.19255308	0.33987262	0.37086056	0.28731458	0.35544306	0.2844584	0.35012928	0.31925814	0.34902228	0.35007826	0.31772934	0.320086	0.55094348	0.24008718	0.42245862	0.2595235	0.3146948	0.31523054	0.45938258	0.30326846	0.40357468	0.38404766	0.3368572	0.28728932	0.19061342	0.3891695	0.24137228	0.34908006	0.27948602	0.25649352	0.2377626	0.28463272	0.31863388	0.23640088	0.21629816	0.36295018	0.28836694	0.24563902	0.24340262	0.39703	0.38949842	0.2388595	0.2691206	0.3752274	0.4271245
Amz26chld.418481	0.24380994	0.23779726	0.0	0.31832558	0.52850278	0.24577116	0.3000724	0.38054226	0.31238126	0.39004154	0.21098546	0.34660814	0.2296694	0.30842112	0.32566516	0.26412634	0.35502184	0.43893666	0.31589356	0.35128244	0.33269378	0.32775754	0.353886	0.43526254	0.33690964	0.37466968	0.3467063	0.61795062	0.2972896	0.39038904	0.29961496	0.34960786	0.3495362	0.49942324	0.34401712	0.44828254	0.42241208	0.37362774	0.36487442	0.25800416	0.46889468	0.32175074	0.400352	0.37937576	0.34191962	0.33413826	0.32960026	0.40792526	0.26769866	0.28988718	0.4476428	0.29641492	0.33101288	0.25711292	0.4779103	0.46832492	0.34185756	0.33907602	0.44330694	0.50533444
Amz29adlt.418370	0.39806516	0.33925136	0.31832558	0.0	0.47778832	0.38233426	0.2565319	0.37934556	0.4061718	0.44282412	0.38252384	0.4178316	0.3116617	0.30476082	0.38946562	0.40583952	0.49107262	0.48602188	0.4174999	0.46495718	0.4372408	0.49109524	0.47937146	0.48373284	0.47654674	0.47127146	0.44952056	0.58877692	0.4104823	0.53201818	0.42350426	0.46086416	0.4835071	0.54179438	0.47303626	0.50533508	0.49296506	0.43619552	0.33746796	0.33329614	0.32270394	0.36634096	0.45388798	0.46248062	0.39372896	0.39260944	0.32517896	0.49617828	0.37340128	0.38041384	0.35987242	0.41168874	0.4027895	0.32817918	0.45711936	0.4578781	0.40043538	0.29456384	0.46464092	0.49312126
Amz2adltF.418633	0.59440068	0.46772768	0.52850278	0.47778832	0.0	0.56462918	0.55473174	0.60631416	0.391402	0.32131612	0.56320376	0.32624124	0.42597858	0.39365242	0.46566538	0.49840236	0.64352102	0.45425992	0.58962866	0.64163914	0.58583012	0.67046048	0.54305486	0.52565428	0.65531106	0.56093702	0.62840704	0.41119904	0.5462959	0.72576894	0.57448234	0.5117258	0.64950386	0.42590822	0.5759301	0.50855392	0.52139186	0.54579312	0.3841944	0.4528639	0.3688287	0.37422264	0.38063214	0.38470534	0.36575308	0.34898412	0.45657896	0.35700204	0.50778356	0.45819488	0.34499778	0.58979126	0.4192347	0.48606638	0.25704848	0.2473939	0.38148362	0.42818456	0.31108972	0.29067026
Amz30adlt.418837	0.29760778	0.29380438	0.24577116	0.38233426	0.56462918	0.0	0.32026764	0.37635666	0.35044958	0.43629878	0.26349158	0.38644642	0.2651014	0.36945936	0.34196928	0.3276517	0.34179412	0.42401134	0.30918588	0.33740772	0.3188175	0.35155098	0.3310582	0.40705758	0.35271536	0.36545812	0.3404957	0.57947186	0.31070708	0.37480228	0.29593328	0.35521386	0.3457234	0.4877738	0.33820444	0.40527698	0.40299928	0.35219566	0.38955258	0.29075088	0.5082942	0.37570058	0.40653504	0.40463856	0.36991218	0.36514434	0.3790885	0.44756798	0.25705134	0.33604802	0.4828434	0.30258108	0.36267196	0.32750652	0.50895602	0.52673252	0.3507308	0.37475918	0.48428202	0.4979556
Amz32eldF.418511	0.3234181	0.3420021	0.3000724	0.2565319	0.55473174	0.32026764	0.0	0.2914605	0.42081454	0.4807335	0.34538846	0.44917666	0.31317976	0.35468488	0.39637196	0.40396522	0.41248248	0.45358646	0.35205612	0.34701356	0.37649242	0.38794866	0.42566848	0.44858678	0.3698318	0.41219164	0.3850537	0.60557798	0.39096024	0.43372532	0.41409792	0.46584594	0.4420688	0.54276528	0.41037316	0.4751997	0.4494864	0.40084726	0.36899802	0.34281792	0.4358064	0.39252554	0.52647484	0.47016456	0.41270474	0.40792782	0.37087234	0.51947054	0.3476055	0.4074941	0.44680932	0.38973324	0.4186828	0.31526008	0.5094269	0.53818628	0.40545048	0.34228794	0.52749034	0.56658396
Amz4adltF.418711	0.42938676	0.46464696	0.38054226	0.37934556	0.60631416	0.37635666	0.2914605	0.0	0.5352514	0.58864888	0.44354064	0.5345952	0.4172567	0.34700162	0.4689223	0.47771564	0.5087565	0.56390348	0.4575509	0.44078234	0.49404312	0.48789848	0.5008731	0.55762008	0.47515162	0.54220282	0.48234396	0.66640072	0.51893746	0.4874231	0.50381418	0.52988208	0.54367982	0.6230109	0.50662758	0.54501568	0.52162438	0.47541816	0.45072592	0.42071298	0.4854885	0.4671992	0.5228989	0.58548122	0.49112632	0.49303376	0.42955468	0.6124226	0.42993964	0.49928384	0.48320494	0.46025534	0.51630974	0.41928918	0.5340692	0.58439094	0.51252066	0.40215292	0.51994892	0.57171654
Amz4chldM2.418774	0.35434888	0.22394036	0.31238126	0.4061718	0.391402	0.35044958	0.42081454	0.5352514	0.0	0.19212568	0.29830476	0.18762464	0.2399397	0.30403898	0.28936882	0.24753032	0.4024637	0.30995128	0.35958686	0.43761346	0.34127672	0.4063616	0.29363818	0.32154756	0.40280602	0.31817606	0.38211428	0.49244468	0.28502058	0.44574686	0.30322982	0.263665	0.36361386	0.38201226	0.32836974	0.36220432	0.32901626	0.33504732	0.28370796	0.26707394	0.36942334	0.24193656	0.25594614	0.19289358	0.2011026	0.20460184	0.34731272	0.22160428	0.31724904	0.25543292	0.29993686	0.37586762	0.24965674	0.30558574	0.3383354	0.32226798	0.18370518	0.32556188	0.29954152	0.31943658
Amz5chldF1.418757	0.42094956	0.29487172	0.39004154	0.44282412	0.32131612	0.43629878	0.4807335	0.58864888	0.19212568	0.0	0.34972852	0.17910556	0.31525898	0.33265002	0.34834334	0.2848878	0.47874874	0.3159786	0.44630946	0.51188842	0.43852732	0.4537746	0.38614934	0.39585352	0.50030834	0.39263374	0.4772016	0.47885376	0.37431998	0.55105718	0.38280522	0.30368324	0.45462466	0.35536798	0.40179382	0.37491884	0.3696379	0.41825056	0.29361836	0.32054302	0.3730483	0.24875588	0.25600186	0.19581486	0.22330636	0.214558	0.36354032	0.1767048	0.36866236	0.27458132	0.30282786	0.44924994	0.26667406	0.34479078	0.244909	0.25405494	0.2201315	0.344392	0.25390572	0.26069894
Amz5chldF2.418405	0.21351048	0.24886396	0.21098546	0.38252384	0.56320376	0.26349158	0.34538846	0.44354064	0.29830476	0.34972852	0.0	0.358471	0.26535074	0.36077374	0.34337882	0.22370112	0.32396334	0.43128392	0.28676614	0.3127847	0.30464604	0.22861692	0.3433711	0.40641672	0.27761866	0.34887618	0.3289928	0.6180528	0.27426062	0.38562414	0.2922035	0.33965512	0.3097477	0.48236802	0.32427454	0.4540022	0.42008398	0.38562612	0.39458456	0.27624082	0.5069789	0.36152688	0.43953554	0.3724179	0.36332392	0.36008828	0.37596064	0.38928748	0.28647836	0.2805772	0.48866454	0.29373318	0.35195814	0.27167874	0.49789408	0.51490514	0.34633446	0.37628064	0.48990724	0.51733578
Amz5teenF.418519	0.42464336	0.2951032	0.34660814	0.4178316	0.32624124	0.38644642	0.44917666	0.5345952	0.18762464	0.17910556	0.358471	0.0	0.2683617	0.31850966	0.30383274	0.32690516	0.47376674	0.30612764	0.41772894	0.4879433	0.4082866	0.48002596	0.3585209	0.3939988	0.4825943	0.39837138	0.455493	0.45400028	0.35949382	0.52379266	0.37598298	0.31631308	0.43939314	0.35077378	0.40399142	0.34692192	0.34555686	0.40604108	0.28898844	0.3325325	0.36960194	0.26209636	0.25855046	0.2273163	0.22203764	0.23132708	0.37261912	0.20859484	0.35904296	0.3060344	0.3272091	0.4264485	0.2565829	0.3786507	0.25213924	0.2584587	0.18960858	0.34046148	0.27062524	0.2650871
Amz6chldM.418668	0.29844334	0.19839942	0.2296694	0.3116617	0.42597858	0.2651014	0.31317976	0.4172567	0.2399397	0.31525898	0.26535074	0.2683617	0.0	0.22633064	0.2495774	0.24383198	0.39204476	0.38561758	0.33219068	0.38894504	0.31963278	0.40243694	0.3273218	0.37813134	0.3827274	0.3459174	0.36449974	0.55215654	0.26994152	0.44109124	0.291086	0.3297413	0.35998876	0.46279532	0.34620724	0.40138094	0.37883032	0.32266986	0.25470246	0.19831928	0.34759964	0.23225262	0.3429692	0.31629968	0.25087486	0.24041362	0.26882274	0.34761434	0.2280949	0.21551282	0.33955588	0.32544992	0.25796148	0.25257192	0.36308358	0.3795194	0.24273344	0.24637666	0.36281334	0.40379156
Amz6eldF.418597	0.37503638	0.25950854	0.30842112	0.30476082	0.39365242	0.36945936	0.35468488	0.34700162	0.30403898	0.33265002	0.36077374	0.31850966	0.22633064	0.0	0.31204636	0.27360518	0.46298308	0.43296002	0.39979408	0.46092644	0.40498898	0.4740941	0.39659468	0.43350718	0.47606556	0.42018016	0.43809222	0.5563529	0.35960696	0.53080908	0.37390736	0.37414498	0.44190584	0.48558888	0.40044928	0.44315422	0.410178	0.38754694	0.24494162	0.24845232	0.31116588	0.23334502	0.33687148	0.35733284	0.2677191	0.25237166	0.27268634	0.38357938	0.3129589	0.27546878	0.2780996	0.4144208	0.28185596	0.2760636	0.3211217	0.33789536	0.29915528	0.22716506	0.3081573	0.41368764
Amz6eldM.418356	0.39395206	0.27024154	0.32566516	0.38946562	0.46566538	0.34196928	0.39637196	0.4689223	0.28936882	0.34834334	0.34337882	0.30383274	0.2495774	0.31204636	0.0	0.2977583	0.38923	0.40436658	0.36229508	0.42024176	0.3695515	0.44276954	0.37331684	0.41292486	0.44024932	0.36901752	0.40370342	0.54443634	0.32573424	0.51653624	0.35640192	0.32785062	0.41417796	0.45772288	0.35433384	0.39575138	0.36865964	0.40170162	0.29641326	0.28099184	0.39265364	0.27892962	0.33876828	0.32303664	0.26987002	0.2904461	0.28965794	0.36945994	0.28617094	0.28627678	0.38751064	0.3437624	0.22659964	0.35502728	0.38565766	0.41361404	0.26097972	0.29455698	0.3857517	0.4392832
Amz7eldM.418423	0.30384924	0.19255308	0.26412634	0.40583952	0.49840236	0.3276517	0.40396522	0.47771564	0.24753032	0.2848878	0.22370112	0.32690516	0.24383198	0.27360518	0.2977583	0.0	0.35247038	0.41063312	0.3323669	0.38376414	0.31860536	0.3282818	0.34067402	0.3934308	0.3854983	0.35420218	0.35065116	0.584089	0.27125018	0.42937314	0.27927826	0.2901088	0.30507578	0.45580394	0.31537658	0.42775248	0.3750533	0.354752	0.31988352	0.2261589	0.43094914	0.28732444	0.33528574	0.30477326	0.287565	0.28490304	0.31584288	0.31743692	0.28554084	0.22900884	0.37698546	0.30803942	0.28066382	0.29103158	0.4226742	0.41316526	0.2845715	0.29289436	0.37719252	0.44257458
TS1.418828	0.3632779	0.33987262	0.35502184	0.49107262	0.64352102	0.34179412	0.41248248	0.5087565	0.4024637	0.47874874	0.32396334	0.47376674	0.39204476	0.46298308	0.38923	0.35247038	0.0	0.3801579	0.2459052	0.24716612	0.23908306	0.2475333	0.29822664	0.36960438	0.29456992	0.26558564	0.2438611	0.5623581	0.27796332	0.41466404	0.33132012	0.36296702	0.28595056	0.43579032	0.22984964	0.37657818	0.35885956	0.37609074	0.44581846	0.342751	0.57875332	0.42680906	0.53002872	0.42772852	0.43902794	0.4420887	0.4364197	0.46465386	0.36097706	0.39026642	0.555835	0.33523068	0.42617532	0.3786742	0.57677302	0.6017588	0.43801864	0.43898222	0.57124066	0.61940844
TS109.418691	0.43857184	0.37086056	0.43893666	0.48602188	0.45425992	0.42401134	0.45358646	0.56390348	0.30995128	0.3159786	0.43128392	0.30612764	0.38561758	0.43296002	0.40436658	0.41063312	0.3801579	0.0	0.30175502	0.39148586	0.26656324	0.39077276	0.24052754	0.19531956	0.38781726	0.23004442	0.36271856	0.2999892	0.30546826	0.44949154	0.35743078	0.29178648	0.33954806	0.21348462	0.28946798	0.22631424	0.25662542	0.25809892	0.39353076	0.38211578	0.48629526	0.38669912	0.41804462	0.3089669	0.34576688	0.34947896	0.44910352	0.28400496	0.40671264	0.39946808	0.43634686	0.47516794	0.37476274	0.43428534	0.40948516	0.39591314	0.31893414	0.43883972	0.39623392	0.41571282
TS111.418684	0.30419258	0.28731458	0.31589356	0.4174999	0.58962866	0.30918588	0.35205612	0.4575509	0.35958686	0.44630946	0.28676614	0.41772894	0.33219068	0.39979408	0.36229508	0.3323669	0.2459052	0.30175502	0.0	0.25252284	0.19460222	0.2535067	0.2727266	0.29153878	0.24406372	0.26412356	0.2189695	0.50787018	0.22912064	0.35580908	0.30647532	0.35349798	0.27203916	0.40878648	0.22303852	0.36153822	0.33044264	0.28505046	0.42123322	0.29869096	0.52564388	0.38949134	0.4944844	0.40134816	0.40160254	0.3929229	0.4003745	0.41252674	0.33145102	0.3700297	0.50578508	0.33443236	0.38156668	0.33961584	0.54383346	0.5407842	0.3837698	0.4004555	0.50674658	0.55873268
TS127.418550	0.32026982	0.35544306	0.35128244	0.46495718	0.64163914	0.33740772	0.34701356	0.44078234	0.43761346	0.51188842	0.3127847	0.4879433	0.38894504	0.46092644	0.42024176	0.38376414	0.24716612	0.39148586	0.25252284	0.0	0.26060562	0.26246662	0.34196364	0.3712847	0.28538008	0.30690924	0.27125446	0.55628786	0.314959	0.4065698	0.38223524	0.41976102	0.3404964	0.4832728	0.27471112	0.42158166	0.36631228	0.38164342	0.4747239	0.3669684	0.57240216	0.45864506	0.56007048	0.47999048	0.45617446	0.44594262	0.45409522	0.48798578	0.37186982	0.43394062	0.57211244	0.33548528	0.4468544	0.36939372	0.58434266	0.60886836	0.44205832	0.46020798	0.57604022	0.61397256
TS129.418618	0.31654868	0.2844584	0.33269378	0.4372408	0.58583012	0.3188175	0.37649242	0.49404312	0.34127672	0.43852732	0.30464604	0.4082866	0.31963278	0.40498898	0.3695515	0.31860536	0.23908306	0.26656324	0.19460222	0.26060562	0.0	0.26644024	0.22315046	0.24412464	0.24692826	0.1917007	0.25527172	0.47350868	0.21366494	0.34554938	0.26681702	0.32061824	0.22386198	0.36881402	0.20968834	0.310701	0.3173919	0.256203	0.40895556	0.31153006	0.5200157	0.40285796	0.48911158	0.39323286	0.40792856	0.38897672	0.40929248	0.39634696	0.33418716	0.36514232	0.5076437	0.36200598	0.38646994	0.35892886	0.53965556	0.52697414	0.37627834	0.40190376	0.50604272	0.54107838
TS13.418619	0.25135248	0.35012928	0.32775754	0.49109524	0.67046048	0.35155098	0.38794866	0.48789848	0.4063616	0.4537746	0.22861692	0.48002596	0.40243694	0.4740941	0.44276954	0.3282818	0.2475333	0.39077276	0.2535067	0.26246662	0.26644024	0.0	0.31605586	0.35874756	0.20437054	0.30996526	0.29028584	0.57100948	0.28722862	0.34054014	0.33797558	0.35027108	0.27876774	0.42872994	0.26689482	0.4163106	0.37315354	0.3694066	0.47432568	0.37647194	0.59699562	0.45369952	0.55261818	0.45114626	0.46044704	0.453847	0.46115596	0.43652568	0.38772184	0.3798108	0.58050774	0.38550534	0.44745622	0.35420702	0.59663412	0.60234622	0.44789818	0.47118268	0.58418764	0.62631974
TS163.418636	0.37875578	0.31925814	0.353886	0.47937146	0.54305486	0.3310582	0.42566848	0.5008731	0.29363818	0.38614934	0.3433711	0.3585209	0.3273218	0.39659468	0.37331684	0.34067402	0.29822664	0.24052754	0.2727266	0.34196364	0.22315046	0.31605586	0.0	0.22110726	0.32322696	0.17406148	0.31743498	0.40964502	0.25305244	0.3545776	0.25438776	0.24405414	0.27037352	0.2913266	0.22417712	0.24559942	0.2459998	0.21333726	0.39112186	0.34818348	0.48712312	0.36973258	0.40742356	0.35366032	0.35670278	0.33796618	0.43273702	0.3529839	0.3682815	0.36323874	0.45641492	0.43361504	0.35530396	0.37492104	0.4989155	0.483748	0.34068992	0.42209954	0.4515941	0.47229348
TS184.418577	0.40624608	0.34902228	0.43526254	0.48373284	0.52565428	0.40705758	0.44858678	0.55762008	0.32154756	0.39585352	0.40641672	0.3939988	0.37813134	0.43350718	0.41292486	0.3934308	0.36960438	0.19531956	0.29153878	0.3712847	0.24412464	0.35874756	0.22110726	0.0	0.34991914	0.22106754	0.34730484	0.35174636	0.28640166	0.4181741	0.33297306	0.30733264	0.32086342	0.31180006	0.27880654	0.2466818	0.2559917	0.18301192	0.40993808	0.37257482	0.48938806	0.39882268	0.4531451	0.36897694	0.3715374	0.3471234	0.46120376	0.35138652	0.39330584	0.38814088	0.4580073	0.46098862	0.38611002	0.42695922	0.49641916	0.48223506	0.33548754	0.44961144	0.45471712	0.48461542
TS193.418750	0.2470707	0.35007826	0.33690964	0.47654674	0.65531106	0.35271536	0.3698318	0.47515162	0.40280602	0.50030834	0.27761866	0.4825943	0.3827274	0.47606556	0.44024932	0.3854983	0.29456992	0.38781726	0.24406372	0.28538008	0.24692826	0.20437054	0.32322696	0.34991914	0.0	0.31472832	0.29576618	0.58374342	0.30192424	0.33289612	0.35775024	0.40318554	0.305451	0.47347884	0.32017552	0.43295746	0.42854404	0.3508661	0.48266406	0.36656864	0.5990756	0.47159618	0.55667664	0.46258352	0.48427238	0.4644033	0.47622394	0.46645282	0.39587682	0.43375542	0.57744056	0.3959412	0.46298172	0.36185988	0.61594766	0.60348216	0.4536038	0.47256822	0.57630294	0.60658232
TS195.418848	0.37952566	0.31772934	0.37466968	0.47127146	0.56093702	0.36545812	0.41219164	0.54220282	0.31817606	0.39263374	0.34887618	0.39837138	0.3459174	0.42018016	0.36901752	0.35420218	0.26558564	0.23004442	0.26412356	0.30690924	0.1917007	0.30996526	0.17406148	0.22106754	0.31472832	0.0	0.28513882	0.42199234	0.24252944	0.39603916	0.2761592	0.27491298	0.28759712	0.30527216	0.21115628	0.24584562	0.26974772	0.2418961	0.38452678	0.3304532	0.49521132	0.37503042	0.46770648	0.35875976	0.37289778	0.35567798	0.42567334	0.37634542	0.3630563	0.3522315	0.4724694	0.41296284	0.360944	0.3693144	0.51017462	0.50566496	0.34445616	0.4169117	0.47816578	0.52761768
TS25.418407	0.343843	0.320086	0.3467063	0.44952056	0.62840704	0.3404957	0.3850537	0.48234396	0.38211428	0.4772016	0.3289928	0.455493	0.36449974	0.43809222	0.40370342	0.35065116	0.2438611	0.36271856	0.2189695	0.27125446	0.25527172	0.29028584	0.31743498	0.34730484	0.29576618	0.28513882	0.0	0.53224496	0.27864518	0.40252906	0.3449439	0.36857944	0.30605682	0.42554262	0.22961086	0.37322552	0.37340134	0.3377954	0.43988	0.32037618	0.55436802	0.41604084	0.5232099	0.41108114	0.43667296	0.4239436	0.41401672	0.44423984	0.34134036	0.38814396	0.5252705	0.34182418	0.41651514	0.3776047	0.5855032	0.57354626	0.42427126	0.41837316	0.53845588	0.58350278
TS4.418810	0.63148416	0.55094348	0.61795062	0.58877692	0.41119904	0.57947186	0.60557798	0.66640072	0.49244468	0.47885376	0.6180528	0.45400028	0.55215654	0.5563529	0.54443634	0.584089	0.5623581	0.2999892	0.50787018	0.55628786	0.47350868	0.57100948	0.40964502	0.35174636	0.58374342	0.42199234	0.53224496	0.0	0.49996318	0.63132658	0.5264097	0.45106688	0.53610694	0.2192111	0.46760406	0.34531632	0.37040798	0.3988604	0.54745752	0.57898802	0.55763494	0.55008712	0.52694958	0.5083819	0.5040196	0.49929176	0.59788316	0.4573342	0.57707108	0.58193484	0.53465662	0.65337598	0.52887686	0.61832434	0.45506656	0.43223978	0.4789129	0.583221	0.49721312	0.44765942
